codice;geo_point
1159;"{""type"":""Point"",""coordinates"":[11.336435018,44.456554773]}"
1160;"{""type"":""Point"",""coordinates"":[11.336435018,44.458803074]}"
1161;"{""type"":""Point"",""coordinates"":[11.336435018,44.461051375]}"
1162;"{""type"":""Point"",""coordinates"":[11.336435018,44.463299676]}"
1163;"{""type"":""Point"",""coordinates"":[11.336435018,44.465547977]}"
1164;"{""type"":""Point"",""coordinates"":[11.336435018,44.467796278]}"
1165;"{""type"":""Point"",""coordinates"":[11.336435018,44.470044579]}"
1166;"{""type"":""Point"",""coordinates"":[11.336435018,44.47229288]}"
1167;"{""type"":""Point"",""coordinates"":[11.336435018,44.47454118]}"
1168;"{""type"":""Point"",""coordinates"":[11.336435018,44.476789481]}"
1169;"{""type"":""Point"",""coordinates"":[11.336435018,44.479037782]}"
1170;"{""type"":""Point"",""coordinates"":[11.336435018,44.481286083]}"
1171;"{""type"":""Point"",""coordinates"":[11.336435018,44.483534384]}"
1172;"{""type"":""Point"",""coordinates"":[11.336435018,44.485782685]}"
1173;"{""type"":""Point"",""coordinates"":[11.336435018,44.488030986]}"
1174;"{""type"":""Point"",""coordinates"":[11.336435018,44.490279287]}"
1175;"{""type"":""Point"",""coordinates"":[11.336435018,44.492527588]}"
1176;"{""type"":""Point"",""coordinates"":[11.336435018,44.494775889]}"
1177;"{""type"":""Point"",""coordinates"":[11.336435018,44.49702419]}"
1178;"{""type"":""Point"",""coordinates"":[11.336435018,44.49927249]}"
1179;"{""type"":""Point"",""coordinates"":[11.336435018,44.501520791]}"
1180;"{""type"":""Point"",""coordinates"":[11.336435018,44.503769092]}"
1181;"{""type"":""Point"",""coordinates"":[11.336435018,44.506017393]}"
1182;"{""type"":""Point"",""coordinates"":[11.336435018,44.508265694]}"
1183;"{""type"":""Point"",""coordinates"":[11.336435018,44.510513995]}"
1184;"{""type"":""Point"",""coordinates"":[11.336435018,44.512762296]}"
1185;"{""type"":""Point"",""coordinates"":[11.336435018,44.515010597]}"
1186;"{""type"":""Point"",""coordinates"":[11.336435018,44.517258898]}"
1187;"{""type"":""Point"",""coordinates"":[11.336435018,44.519507199]}"
1188;"{""type"":""Point"",""coordinates"":[11.336435018,44.5217555]}"
1189;"{""type"":""Point"",""coordinates"":[11.336435018,44.5240038]}"
1190;"{""type"":""Point"",""coordinates"":[11.336435018,44.526252101]}"
1191;"{""type"":""Point"",""coordinates"":[11.336435018,44.528500402]}"
1192;"{""type"":""Point"",""coordinates"":[11.336435018,44.530748703]}"
1193;"{""type"":""Point"",""coordinates"":[11.336435018,44.532997004]}"
1194;"{""type"":""Point"",""coordinates"":[11.336435018,44.535245305]}"
1195;"{""type"":""Point"",""coordinates"":[11.336435018,44.537493606]}"
1196;"{""type"":""Point"",""coordinates"":[11.336435018,44.539741907]}"
1197;"{""type"":""Point"",""coordinates"":[11.336435018,44.541990208]}"
1198;"{""type"":""Point"",""coordinates"":[11.339582783,44.436320065]}"
1199;"{""type"":""Point"",""coordinates"":[11.339582783,44.438568366]}"
1200;"{""type"":""Point"",""coordinates"":[11.339582783,44.440816667]}"
1201;"{""type"":""Point"",""coordinates"":[11.339582783,44.443064968]}"
1202;"{""type"":""Point"",""coordinates"":[11.339582783,44.445313269]}"
1203;"{""type"":""Point"",""coordinates"":[11.339582783,44.44756157]}"
1204;"{""type"":""Point"",""coordinates"":[11.339582783,44.44980987]}"
1205;"{""type"":""Point"",""coordinates"":[11.339582783,44.452058171]}"
1206;"{""type"":""Point"",""coordinates"":[11.339582783,44.454306472]}"
1207;"{""type"":""Point"",""coordinates"":[11.339582783,44.456554773]}"
1208;"{""type"":""Point"",""coordinates"":[11.339582783,44.458803074]}"
1209;"{""type"":""Point"",""coordinates"":[11.339582783,44.461051375]}"
1210;"{""type"":""Point"",""coordinates"":[11.339582783,44.463299676]}"
1211;"{""type"":""Point"",""coordinates"":[11.339582783,44.465547977]}"
1212;"{""type"":""Point"",""coordinates"":[11.339582783,44.467796278]}"
1213;"{""type"":""Point"",""coordinates"":[11.339582783,44.470044579]}"
1214;"{""type"":""Point"",""coordinates"":[11.339582783,44.47229288]}"
1215;"{""type"":""Point"",""coordinates"":[11.339582783,44.47454118]}"
1216;"{""type"":""Point"",""coordinates"":[11.339582783,44.476789481]}"
1217;"{""type"":""Point"",""coordinates"":[11.339582783,44.479037782]}"
1218;"{""type"":""Point"",""coordinates"":[11.339582783,44.481286083]}"
1219;"{""type"":""Point"",""coordinates"":[11.339582783,44.483534384]}"
1220;"{""type"":""Point"",""coordinates"":[11.339582783,44.485782685]}"
1221;"{""type"":""Point"",""coordinates"":[11.339582783,44.488030986]}"
1222;"{""type"":""Point"",""coordinates"":[11.339582783,44.490279287]}"
1223;"{""type"":""Point"",""coordinates"":[11.339582783,44.492527588]}"
1224;"{""type"":""Point"",""coordinates"":[11.339582783,44.494775889]}"
1225;"{""type"":""Point"",""coordinates"":[11.339582783,44.49702419]}"
1226;"{""type"":""Point"",""coordinates"":[11.339582783,44.49927249]}"
1227;"{""type"":""Point"",""coordinates"":[11.339582783,44.501520791]}"
1228;"{""type"":""Point"",""coordinates"":[11.339582783,44.503769092]}"
1229;"{""type"":""Point"",""coordinates"":[11.339582783,44.506017393]}"
1230;"{""type"":""Point"",""coordinates"":[11.339582783,44.508265694]}"
1231;"{""type"":""Point"",""coordinates"":[11.339582783,44.510513995]}"
1232;"{""type"":""Point"",""coordinates"":[11.339582783,44.512762296]}"
1233;"{""type"":""Point"",""coordinates"":[11.339582783,44.515010597]}"
1234;"{""type"":""Point"",""coordinates"":[11.339582783,44.517258898]}"
1235;"{""type"":""Point"",""coordinates"":[11.339582783,44.519507199]}"
1236;"{""type"":""Point"",""coordinates"":[11.339582783,44.5217555]}"
1237;"{""type"":""Point"",""coordinates"":[11.339582783,44.5240038]}"
1238;"{""type"":""Point"",""coordinates"":[11.339582783,44.526252101]}"
1239;"{""type"":""Point"",""coordinates"":[11.339582783,44.528500402]}"
1240;"{""type"":""Point"",""coordinates"":[11.339582783,44.530748703]}"
1241;"{""type"":""Point"",""coordinates"":[11.339582783,44.532997004]}"
1242;"{""type"":""Point"",""coordinates"":[11.339582783,44.535245305]}"
1243;"{""type"":""Point"",""coordinates"":[11.339582783,44.537493606]}"
1244;"{""type"":""Point"",""coordinates"":[11.339582783,44.539741907]}"
1245;"{""type"":""Point"",""coordinates"":[11.339582783,44.541990208]}"
1246;"{""type"":""Point"",""coordinates"":[11.339582783,44.544238509]}"
1247;"{""type"":""Point"",""coordinates"":[11.339582783,44.54648681]}"
1248;"{""type"":""Point"",""coordinates"":[11.339582783,44.54873511]}"
1249;"{""type"":""Point"",""coordinates"":[11.342730548,44.436320065]}"
1250;"{""type"":""Point"",""coordinates"":[11.342730548,44.438568366]}"
1251;"{""type"":""Point"",""coordinates"":[11.342730548,44.440816667]}"
1252;"{""type"":""Point"",""coordinates"":[11.342730548,44.443064968]}"
1253;"{""type"":""Point"",""coordinates"":[11.342730548,44.445313269]}"
1254;"{""type"":""Point"",""coordinates"":[11.342730548,44.44756157]}"
1255;"{""type"":""Point"",""coordinates"":[11.342730548,44.44980987]}"
1256;"{""type"":""Point"",""coordinates"":[11.342730548,44.452058171]}"
1257;"{""type"":""Point"",""coordinates"":[11.342730548,44.454306472]}"
1258;"{""type"":""Point"",""coordinates"":[11.342730548,44.456554773]}"
1259;"{""type"":""Point"",""coordinates"":[11.342730548,44.458803074]}"
1260;"{""type"":""Point"",""coordinates"":[11.342730548,44.461051375]}"
1261;"{""type"":""Point"",""coordinates"":[11.342730548,44.463299676]}"
1262;"{""type"":""Point"",""coordinates"":[11.342730548,44.465547977]}"
1263;"{""type"":""Point"",""coordinates"":[11.342730548,44.467796278]}"
1264;"{""type"":""Point"",""coordinates"":[11.342730548,44.470044579]}"
1265;"{""type"":""Point"",""coordinates"":[11.342730548,44.47229288]}"
1266;"{""type"":""Point"",""coordinates"":[11.342730548,44.47454118]}"
1267;"{""type"":""Point"",""coordinates"":[11.342730548,44.476789481]}"
1268;"{""type"":""Point"",""coordinates"":[11.342730548,44.479037782]}"
1269;"{""type"":""Point"",""coordinates"":[11.342730548,44.481286083]}"
1270;"{""type"":""Point"",""coordinates"":[11.342730548,44.483534384]}"
1271;"{""type"":""Point"",""coordinates"":[11.342730548,44.485782685]}"
1272;"{""type"":""Point"",""coordinates"":[11.342730548,44.488030986]}"
1273;"{""type"":""Point"",""coordinates"":[11.342730548,44.490279287]}"
1274;"{""type"":""Point"",""coordinates"":[11.342730548,44.492527588]}"
1275;"{""type"":""Point"",""coordinates"":[11.342730548,44.494775889]}"
1276;"{""type"":""Point"",""coordinates"":[11.342730548,44.49702419]}"
1277;"{""type"":""Point"",""coordinates"":[11.342730548,44.49927249]}"
1278;"{""type"":""Point"",""coordinates"":[11.342730548,44.501520791]}"
1279;"{""type"":""Point"",""coordinates"":[11.342730548,44.503769092]}"
1280;"{""type"":""Point"",""coordinates"":[11.342730548,44.506017393]}"
1281;"{""type"":""Point"",""coordinates"":[11.342730548,44.508265694]}"
1282;"{""type"":""Point"",""coordinates"":[11.342730548,44.510513995]}"
1283;"{""type"":""Point"",""coordinates"":[11.342730548,44.512762296]}"
1284;"{""type"":""Point"",""coordinates"":[11.342730548,44.515010597]}"
1285;"{""type"":""Point"",""coordinates"":[11.342730548,44.517258898]}"
1286;"{""type"":""Point"",""coordinates"":[11.342730548,44.519507199]}"
1287;"{""type"":""Point"",""coordinates"":[11.342730548,44.5217555]}"
1288;"{""type"":""Point"",""coordinates"":[11.342730548,44.5240038]}"
1289;"{""type"":""Point"",""coordinates"":[11.342730548,44.526252101]}"
1290;"{""type"":""Point"",""coordinates"":[11.342730548,44.528500402]}"
1291;"{""type"":""Point"",""coordinates"":[11.342730548,44.530748703]}"
1292;"{""type"":""Point"",""coordinates"":[11.342730548,44.532997004]}"
1293;"{""type"":""Point"",""coordinates"":[11.342730548,44.535245305]}"
1294;"{""type"":""Point"",""coordinates"":[11.342730548,44.537493606]}"
1295;"{""type"":""Point"",""coordinates"":[11.342730548,44.539741907]}"
1296;"{""type"":""Point"",""coordinates"":[11.342730548,44.541990208]}"
1297;"{""type"":""Point"",""coordinates"":[11.342730548,44.544238509]}"
1298;"{""type"":""Point"",""coordinates"":[11.342730548,44.54648681]}"
1299;"{""type"":""Point"",""coordinates"":[11.342730548,44.54873511]}"
1300;"{""type"":""Point"",""coordinates"":[11.342730548,44.550983411]}"
1301;"{""type"":""Point"",""coordinates"":[11.345878313,44.438568366]}"
1302;"{""type"":""Point"",""coordinates"":[11.345878313,44.443064968]}"
1303;"{""type"":""Point"",""coordinates"":[11.345878313,44.445313269]}"
1304;"{""type"":""Point"",""coordinates"":[11.345878313,44.44756157]}"
1305;"{""type"":""Point"",""coordinates"":[11.345878313,44.44980987]}"
1306;"{""type"":""Point"",""coordinates"":[11.345878313,44.452058171]}"
1307;"{""type"":""Point"",""coordinates"":[11.345878313,44.454306472]}"
1308;"{""type"":""Point"",""coordinates"":[11.345878313,44.456554773]}"
1309;"{""type"":""Point"",""coordinates"":[11.345878313,44.458803074]}"
1310;"{""type"":""Point"",""coordinates"":[11.345878313,44.461051375]}"
1311;"{""type"":""Point"",""coordinates"":[11.345878313,44.463299676]}"
1312;"{""type"":""Point"",""coordinates"":[11.345878313,44.465547977]}"
1313;"{""type"":""Point"",""coordinates"":[11.345878313,44.467796278]}"
1314;"{""type"":""Point"",""coordinates"":[11.345878313,44.470044579]}"
1315;"{""type"":""Point"",""coordinates"":[11.345878313,44.47229288]}"
1316;"{""type"":""Point"",""coordinates"":[11.345878313,44.47454118]}"
1317;"{""type"":""Point"",""coordinates"":[11.345878313,44.476789481]}"
1318;"{""type"":""Point"",""coordinates"":[11.345878313,44.479037782]}"
1319;"{""type"":""Point"",""coordinates"":[11.345878313,44.481286083]}"
1320;"{""type"":""Point"",""coordinates"":[11.345878313,44.483534384]}"
1321;"{""type"":""Point"",""coordinates"":[11.345878313,44.485782685]}"
1322;"{""type"":""Point"",""coordinates"":[11.345878313,44.488030986]}"
1323;"{""type"":""Point"",""coordinates"":[11.345878313,44.490279287]}"
1324;"{""type"":""Point"",""coordinates"":[11.345878313,44.492527588]}"
1325;"{""type"":""Point"",""coordinates"":[11.345878313,44.494775889]}"
1326;"{""type"":""Point"",""coordinates"":[11.345878313,44.49702419]}"
1327;"{""type"":""Point"",""coordinates"":[11.345878313,44.49927249]}"
1328;"{""type"":""Point"",""coordinates"":[11.345878313,44.501520791]}"
1329;"{""type"":""Point"",""coordinates"":[11.345878313,44.503769092]}"
1330;"{""type"":""Point"",""coordinates"":[11.345878313,44.506017393]}"
1331;"{""type"":""Point"",""coordinates"":[11.345878313,44.508265694]}"
1332;"{""type"":""Point"",""coordinates"":[11.345878313,44.510513995]}"
1333;"{""type"":""Point"",""coordinates"":[11.345878313,44.512762296]}"
1334;"{""type"":""Point"",""coordinates"":[11.345878313,44.515010597]}"
1335;"{""type"":""Point"",""coordinates"":[11.345878313,44.517258898]}"
1336;"{""type"":""Point"",""coordinates"":[11.345878313,44.519507199]}"
1337;"{""type"":""Point"",""coordinates"":[11.345878313,44.5217555]}"
1338;"{""type"":""Point"",""coordinates"":[11.345878313,44.5240038]}"
1339;"{""type"":""Point"",""coordinates"":[11.345878313,44.526252101]}"
1340;"{""type"":""Point"",""coordinates"":[11.345878313,44.528500402]}"
1341;"{""type"":""Point"",""coordinates"":[11.345878313,44.530748703]}"
1342;"{""type"":""Point"",""coordinates"":[11.345878313,44.532997004]}"
1343;"{""type"":""Point"",""coordinates"":[11.345878313,44.535245305]}"
1344;"{""type"":""Point"",""coordinates"":[11.345878313,44.537493606]}"
1345;"{""type"":""Point"",""coordinates"":[11.345878313,44.539741907]}"
1346;"{""type"":""Point"",""coordinates"":[11.345878313,44.541990208]}"
1347;"{""type"":""Point"",""coordinates"":[11.345878313,44.544238509]}"
1348;"{""type"":""Point"",""coordinates"":[11.345878313,44.54648681]}"
1349;"{""type"":""Point"",""coordinates"":[11.345878313,44.54873511]}"
1350;"{""type"":""Point"",""coordinates"":[11.345878313,44.550983411]}"
1351;"{""type"":""Point"",""coordinates"":[11.349026078,44.443064968]}"
1352;"{""type"":""Point"",""coordinates"":[11.349026078,44.445313269]}"
1353;"{""type"":""Point"",""coordinates"":[11.349026078,44.44756157]}"
1354;"{""type"":""Point"",""coordinates"":[11.349026078,44.44980987]}"
1355;"{""type"":""Point"",""coordinates"":[11.349026078,44.452058171]}"
1356;"{""type"":""Point"",""coordinates"":[11.349026078,44.454306472]}"
1357;"{""type"":""Point"",""coordinates"":[11.349026078,44.456554773]}"
1358;"{""type"":""Point"",""coordinates"":[11.349026078,44.458803074]}"
1359;"{""type"":""Point"",""coordinates"":[11.349026078,44.461051375]}"
1360;"{""type"":""Point"",""coordinates"":[11.349026078,44.463299676]}"
1361;"{""type"":""Point"",""coordinates"":[11.349026078,44.465547977]}"
1362;"{""type"":""Point"",""coordinates"":[11.349026078,44.467796278]}"
1363;"{""type"":""Point"",""coordinates"":[11.349026078,44.470044579]}"
1364;"{""type"":""Point"",""coordinates"":[11.349026078,44.47229288]}"
1365;"{""type"":""Point"",""coordinates"":[11.349026078,44.47454118]}"
1366;"{""type"":""Point"",""coordinates"":[11.349026078,44.476789481]}"
1367;"{""type"":""Point"",""coordinates"":[11.349026078,44.479037782]}"
1368;"{""type"":""Point"",""coordinates"":[11.349026078,44.481286083]}"
1369;"{""type"":""Point"",""coordinates"":[11.349026078,44.483534384]}"
1370;"{""type"":""Point"",""coordinates"":[11.349026078,44.485782685]}"
1371;"{""type"":""Point"",""coordinates"":[11.349026078,44.488030986]}"
1372;"{""type"":""Point"",""coordinates"":[11.349026078,44.490279287]}"
1373;"{""type"":""Point"",""coordinates"":[11.349026078,44.492527588]}"
1374;"{""type"":""Point"",""coordinates"":[11.349026078,44.494775889]}"
1375;"{""type"":""Point"",""coordinates"":[11.349026078,44.49702419]}"
1376;"{""type"":""Point"",""coordinates"":[11.349026078,44.49927249]}"
1377;"{""type"":""Point"",""coordinates"":[11.349026078,44.501520791]}"
1378;"{""type"":""Point"",""coordinates"":[11.349026078,44.503769092]}"
1379;"{""type"":""Point"",""coordinates"":[11.349026078,44.506017393]}"
1380;"{""type"":""Point"",""coordinates"":[11.349026078,44.508265694]}"
1381;"{""type"":""Point"",""coordinates"":[11.349026078,44.510513995]}"
1382;"{""type"":""Point"",""coordinates"":[11.349026078,44.512762296]}"
1383;"{""type"":""Point"",""coordinates"":[11.349026078,44.515010597]}"
1384;"{""type"":""Point"",""coordinates"":[11.349026078,44.517258898]}"
1385;"{""type"":""Point"",""coordinates"":[11.349026078,44.519507199]}"
1386;"{""type"":""Point"",""coordinates"":[11.349026078,44.5217555]}"
1387;"{""type"":""Point"",""coordinates"":[11.349026078,44.5240038]}"
1388;"{""type"":""Point"",""coordinates"":[11.349026078,44.526252101]}"
1389;"{""type"":""Point"",""coordinates"":[11.349026078,44.528500402]}"
1390;"{""type"":""Point"",""coordinates"":[11.349026078,44.530748703]}"
1391;"{""type"":""Point"",""coordinates"":[11.349026078,44.532997004]}"
1392;"{""type"":""Point"",""coordinates"":[11.349026078,44.535245305]}"
1393;"{""type"":""Point"",""coordinates"":[11.349026078,44.537493606]}"
1394;"{""type"":""Point"",""coordinates"":[11.349026078,44.539741907]}"
1395;"{""type"":""Point"",""coordinates"":[11.349026078,44.541990208]}"
1396;"{""type"":""Point"",""coordinates"":[11.349026078,44.544238509]}"
1397;"{""type"":""Point"",""coordinates"":[11.349026078,44.54648681]}"
1398;"{""type"":""Point"",""coordinates"":[11.349026078,44.54873511]}"
1399;"{""type"":""Point"",""coordinates"":[11.349026078,44.550983411]}"
1400;"{""type"":""Point"",""coordinates"":[11.352173842,44.443064968]}"
1401;"{""type"":""Point"",""coordinates"":[11.352173842,44.445313269]}"
1402;"{""type"":""Point"",""coordinates"":[11.352173842,44.44756157]}"
1403;"{""type"":""Point"",""coordinates"":[11.352173842,44.44980987]}"
1404;"{""type"":""Point"",""coordinates"":[11.352173842,44.452058171]}"
1405;"{""type"":""Point"",""coordinates"":[11.352173842,44.454306472]}"
1406;"{""type"":""Point"",""coordinates"":[11.352173842,44.456554773]}"
1407;"{""type"":""Point"",""coordinates"":[11.352173842,44.458803074]}"
1408;"{""type"":""Point"",""coordinates"":[11.352173842,44.461051375]}"
1409;"{""type"":""Point"",""coordinates"":[11.352173842,44.463299676]}"
1410;"{""type"":""Point"",""coordinates"":[11.352173842,44.465547977]}"
1411;"{""type"":""Point"",""coordinates"":[11.352173842,44.467796278]}"
1412;"{""type"":""Point"",""coordinates"":[11.352173842,44.470044579]}"
1413;"{""type"":""Point"",""coordinates"":[11.352173842,44.47229288]}"
1414;"{""type"":""Point"",""coordinates"":[11.352173842,44.47454118]}"
1415;"{""type"":""Point"",""coordinates"":[11.352173842,44.476789481]}"
1416;"{""type"":""Point"",""coordinates"":[11.352173842,44.479037782]}"
1417;"{""type"":""Point"",""coordinates"":[11.352173842,44.481286083]}"
1418;"{""type"":""Point"",""coordinates"":[11.352173842,44.483534384]}"
1419;"{""type"":""Point"",""coordinates"":[11.352173842,44.485782685]}"
1420;"{""type"":""Point"",""coordinates"":[11.352173842,44.488030986]}"
1421;"{""type"":""Point"",""coordinates"":[11.352173842,44.490279287]}"
1422;"{""type"":""Point"",""coordinates"":[11.352173842,44.492527588]}"
1423;"{""type"":""Point"",""coordinates"":[11.352173842,44.494775889]}"
1424;"{""type"":""Point"",""coordinates"":[11.352173842,44.49702419]}"
1425;"{""type"":""Point"",""coordinates"":[11.352173842,44.49927249]}"
1426;"{""type"":""Point"",""coordinates"":[11.352173842,44.501520791]}"
1427;"{""type"":""Point"",""coordinates"":[11.352173842,44.503769092]}"
1428;"{""type"":""Point"",""coordinates"":[11.352173842,44.506017393]}"
1429;"{""type"":""Point"",""coordinates"":[11.352173842,44.508265694]}"
1430;"{""type"":""Point"",""coordinates"":[11.352173842,44.510513995]}"
1431;"{""type"":""Point"",""coordinates"":[11.352173842,44.512762296]}"
1432;"{""type"":""Point"",""coordinates"":[11.352173842,44.515010597]}"
1433;"{""type"":""Point"",""coordinates"":[11.352173842,44.517258898]}"
1434;"{""type"":""Point"",""coordinates"":[11.352173842,44.519507199]}"
1435;"{""type"":""Point"",""coordinates"":[11.352173842,44.5217555]}"
1436;"{""type"":""Point"",""coordinates"":[11.352173842,44.5240038]}"
1437;"{""type"":""Point"",""coordinates"":[11.352173842,44.526252101]}"
1438;"{""type"":""Point"",""coordinates"":[11.352173842,44.528500402]}"
1439;"{""type"":""Point"",""coordinates"":[11.352173842,44.530748703]}"
1440;"{""type"":""Point"",""coordinates"":[11.352173842,44.532997004]}"
1441;"{""type"":""Point"",""coordinates"":[11.352173842,44.535245305]}"
1442;"{""type"":""Point"",""coordinates"":[11.352173842,44.537493606]}"
1443;"{""type"":""Point"",""coordinates"":[11.352173842,44.539741907]}"
1444;"{""type"":""Point"",""coordinates"":[11.352173842,44.541990208]}"
1445;"{""type"":""Point"",""coordinates"":[11.352173842,44.544238509]}"
1446;"{""type"":""Point"",""coordinates"":[11.352173842,44.54648681]}"
1447;"{""type"":""Point"",""coordinates"":[11.352173842,44.54873511]}"
1448;"{""type"":""Point"",""coordinates"":[11.352173842,44.550983411]}"
1449;"{""type"":""Point"",""coordinates"":[11.355321607,44.445313269]}"
1450;"{""type"":""Point"",""coordinates"":[11.355321607,44.44756157]}"
1451;"{""type"":""Point"",""coordinates"":[11.355321607,44.44980987]}"
1452;"{""type"":""Point"",""coordinates"":[11.355321607,44.452058171]}"
1453;"{""type"":""Point"",""coordinates"":[11.355321607,44.454306472]}"
1454;"{""type"":""Point"",""coordinates"":[11.355321607,44.456554773]}"
1455;"{""type"":""Point"",""coordinates"":[11.355321607,44.458803074]}"
1456;"{""type"":""Point"",""coordinates"":[11.355321607,44.461051375]}"
1457;"{""type"":""Point"",""coordinates"":[11.355321607,44.463299676]}"
1458;"{""type"":""Point"",""coordinates"":[11.355321607,44.465547977]}"
1459;"{""type"":""Point"",""coordinates"":[11.355321607,44.467796278]}"
1460;"{""type"":""Point"",""coordinates"":[11.355321607,44.470044579]}"
1461;"{""type"":""Point"",""coordinates"":[11.355321607,44.47229288]}"
1462;"{""type"":""Point"",""coordinates"":[11.355321607,44.47454118]}"
1463;"{""type"":""Point"",""coordinates"":[11.355321607,44.476789481]}"
1464;"{""type"":""Point"",""coordinates"":[11.355321607,44.479037782]}"
1465;"{""type"":""Point"",""coordinates"":[11.355321607,44.481286083]}"
1466;"{""type"":""Point"",""coordinates"":[11.355321607,44.483534384]}"
1467;"{""type"":""Point"",""coordinates"":[11.355321607,44.485782685]}"
1468;"{""type"":""Point"",""coordinates"":[11.355321607,44.488030986]}"
1469;"{""type"":""Point"",""coordinates"":[11.355321607,44.490279287]}"
1470;"{""type"":""Point"",""coordinates"":[11.355321607,44.492527588]}"
1471;"{""type"":""Point"",""coordinates"":[11.355321607,44.494775889]}"
1472;"{""type"":""Point"",""coordinates"":[11.355321607,44.49702419]}"
1473;"{""type"":""Point"",""coordinates"":[11.355321607,44.49927249]}"
1474;"{""type"":""Point"",""coordinates"":[11.355321607,44.501520791]}"
1475;"{""type"":""Point"",""coordinates"":[11.355321607,44.503769092]}"
1476;"{""type"":""Point"",""coordinates"":[11.355321607,44.506017393]}"
1477;"{""type"":""Point"",""coordinates"":[11.355321607,44.508265694]}"
1478;"{""type"":""Point"",""coordinates"":[11.355321607,44.510513995]}"
1479;"{""type"":""Point"",""coordinates"":[11.355321607,44.512762296]}"
1480;"{""type"":""Point"",""coordinates"":[11.355321607,44.515010597]}"
1481;"{""type"":""Point"",""coordinates"":[11.355321607,44.517258898]}"
1482;"{""type"":""Point"",""coordinates"":[11.355321607,44.519507199]}"
1483;"{""type"":""Point"",""coordinates"":[11.355321607,44.5217555]}"
1484;"{""type"":""Point"",""coordinates"":[11.355321607,44.5240038]}"
1485;"{""type"":""Point"",""coordinates"":[11.355321607,44.526252101]}"
1486;"{""type"":""Point"",""coordinates"":[11.355321607,44.528500402]}"
1487;"{""type"":""Point"",""coordinates"":[11.355321607,44.530748703]}"
1488;"{""type"":""Point"",""coordinates"":[11.355321607,44.532997004]}"
1489;"{""type"":""Point"",""coordinates"":[11.355321607,44.535245305]}"
1490;"{""type"":""Point"",""coordinates"":[11.355321607,44.537493606]}"
1491;"{""type"":""Point"",""coordinates"":[11.355321607,44.539741907]}"
1492;"{""type"":""Point"",""coordinates"":[11.355321607,44.541990208]}"
1493;"{""type"":""Point"",""coordinates"":[11.355321607,44.544238509]}"
1494;"{""type"":""Point"",""coordinates"":[11.355321607,44.54648681]}"
1495;"{""type"":""Point"",""coordinates"":[11.355321607,44.54873511]}"
1496;"{""type"":""Point"",""coordinates"":[11.355321607,44.550983411]}"
1497;"{""type"":""Point"",""coordinates"":[11.358469372,44.44756157]}"
1498;"{""type"":""Point"",""coordinates"":[11.358469372,44.44980987]}"
1499;"{""type"":""Point"",""coordinates"":[11.358469372,44.452058171]}"
1500;"{""type"":""Point"",""coordinates"":[11.358469372,44.454306472]}"
1501;"{""type"":""Point"",""coordinates"":[11.358469372,44.456554773]}"
1502;"{""type"":""Point"",""coordinates"":[11.358469372,44.458803074]}"
1503;"{""type"":""Point"",""coordinates"":[11.358469372,44.461051375]}"
1504;"{""type"":""Point"",""coordinates"":[11.358469372,44.463299676]}"
1505;"{""type"":""Point"",""coordinates"":[11.358469372,44.465547977]}"
1506;"{""type"":""Point"",""coordinates"":[11.358469372,44.467796278]}"
1507;"{""type"":""Point"",""coordinates"":[11.358469372,44.470044579]}"
1508;"{""type"":""Point"",""coordinates"":[11.358469372,44.47229288]}"
1509;"{""type"":""Point"",""coordinates"":[11.358469372,44.47454118]}"
1510;"{""type"":""Point"",""coordinates"":[11.358469372,44.476789481]}"
1511;"{""type"":""Point"",""coordinates"":[11.358469372,44.479037782]}"
1512;"{""type"":""Point"",""coordinates"":[11.358469372,44.481286083]}"
1513;"{""type"":""Point"",""coordinates"":[11.358469372,44.483534384]}"
1514;"{""type"":""Point"",""coordinates"":[11.358469372,44.485782685]}"
1515;"{""type"":""Point"",""coordinates"":[11.358469372,44.488030986]}"
1516;"{""type"":""Point"",""coordinates"":[11.358469372,44.490279287]}"
1517;"{""type"":""Point"",""coordinates"":[11.358469372,44.492527588]}"
1518;"{""type"":""Point"",""coordinates"":[11.358469372,44.494775889]}"
1519;"{""type"":""Point"",""coordinates"":[11.358469372,44.49702419]}"
1520;"{""type"":""Point"",""coordinates"":[11.358469372,44.49927249]}"
1521;"{""type"":""Point"",""coordinates"":[11.358469372,44.501520791]}"
1522;"{""type"":""Point"",""coordinates"":[11.358469372,44.503769092]}"
1523;"{""type"":""Point"",""coordinates"":[11.358469372,44.506017393]}"
1524;"{""type"":""Point"",""coordinates"":[11.358469372,44.508265694]}"
1525;"{""type"":""Point"",""coordinates"":[11.358469372,44.510513995]}"
1526;"{""type"":""Point"",""coordinates"":[11.358469372,44.512762296]}"
1527;"{""type"":""Point"",""coordinates"":[11.358469372,44.515010597]}"
1528;"{""type"":""Point"",""coordinates"":[11.358469372,44.517258898]}"
1529;"{""type"":""Point"",""coordinates"":[11.358469372,44.519507199]}"
1530;"{""type"":""Point"",""coordinates"":[11.358469372,44.5217555]}"
1531;"{""type"":""Point"",""coordinates"":[11.358469372,44.5240038]}"
1532;"{""type"":""Point"",""coordinates"":[11.358469372,44.526252101]}"
1533;"{""type"":""Point"",""coordinates"":[11.358469372,44.528500402]}"
1534;"{""type"":""Point"",""coordinates"":[11.358469372,44.530748703]}"
1535;"{""type"":""Point"",""coordinates"":[11.358469372,44.532997004]}"
1536;"{""type"":""Point"",""coordinates"":[11.358469372,44.535245305]}"
